Totale koudelevering [kW];Totale warmtelevering [kW];Totale warmtelevering [kW] SWW
364,58639;8,23288;36,23
444,15248;2,78744;40,70
527,85748;0,17549;40,70
589,84313;0,26168;40,70
618,92231;0,24736;40,70
587,303;0,12042;139,36
538,05522;1,58322;76,64
440,73878;0;40,70
329,31478;0,44878;49,63
257,0182;6,9855;20,98
218,15756;10,9595;4,01
164,51982;25,41579;2,68
85,8116;8,93903;2,68
56,49121;20,57485;2,68
21,15721;0,07555;7,14
9,01382;0,0842;11,60
32,65194;54,7245;17,41
32,51239;61,1325;94,50
33,87346;43,96153;90,03
60,14328;27,96845;85,57
235,28643;37,37679;85,57
403,92077;8,74617;54,09
555,15592;0,73272;45,16
577,22172;0,14992;40,70
597,47173;0,00906;36,23
662,58433;0,04209;40,70
749,91684;0,16781;40,70
782,17563;0,25229;40,70
764,25234;0,23624;40,70
689,41769;0,10756;139,36
565,72138;0,45264;76,64
543,29086;0;40,70
498,36273;0;49,63
460,15789;0,0652;20,98
392,97636;0,20195;4,01
309,26039;0,58453;2,68
205,13673;0,03183;2,68
172,00525;0,04259;2,68
153,47185;0,0519;7,14
124,6199;0,82654;11,60
193,34515;15,07818;17,41
170,71646;20,27551;94,50
154,49561;23,79076;90,03
243,13868;5,11052;85,57
319,56159;3,76919;85,57
420,49784;1,96978;54,09
459,08791;1,6547;45,16
474,06364;2,24416;40,70
497,35478;1,12361;36,23
533,75364;0,77018;40,70
565,39203;0,19959;40,70
607,11138;0,24594;40,70
604,33291;0,22359;40,70
580,27047;0,11102;139,36
567,62573;0;76,64
527,89566;0;40,70
468,18627;0;49,63
431,06829;0,0821;20,98
402,29338;0,21911;4,01
384,34739;0,53243;2,68
259,7804;0,05131;2,68
255,06457;0,06164;2,68
238,4901;0,07011;7,14
210,94946;0,07722;11,60
284,58161;2,99086;17,41
252,32044;6,41006;94,50
243,40275;5,52433;90,03
341,38531;0,30581;85,57
320,56548;0,2937;85,57
381,79568;0,55919;54,09
421,51753;0,62658;45,16
450,14716;1,11694;40,70
460,82052;0,64195;36,23
468,73898;1,51907;40,70
486,21134;1,4798;40,70
448,17889;3,62747;40,70
426,15811;4,10088;40,70
407,77345;4,48099;139,36
450,49184;3,82942;76,64
386,84472;4,69715;40,70
270,15944;9,19866;49,63
197,14747;35,50588;20,98
133,71762;10,33683;4,01
97,95403;15,25736;2,68
54,15368;0,0723;2,68
27,86631;0,08308;2,68
25,73722;0,09213;7,14
17,51209;0,09991;11,60
35,84132;55,75463;17,41
32,0204;60,73529;94,50
32,53979;43,04277;90,03
82,38163;64,6604;85,57
145,05988;1,16623;85,57
226,11784;0,7966;54,09
290,34409;0,88632;45,16
298,83514;0,16075;40,70
284,3756;0,01994;36,23
319,6472;0,05354;40,70
344,07619;0,1805;40,70
376,106;0,26677;40,70
367,83827;0,25293;40,70
317,74413;0,12663;139,36
262,47448;4,22254;76,64
168,54532;0;40,70
103,94759;0;49,63
54,04303;0,09668;20,98
25,75409;0,23292;4,01
11,20494;1,46749;2,68
12,1108;0,06108;2,68
9,02759;0,07207;2,68
3,44957;0,0814;7,14
6,76993;0,08928;11,60
4,9555;32,49838;17,41
3,19509;34,40479;94,50
3,98478;17,08454;90,03
10,07026;11,68786;85,57
78,96789;22,50555;85,57
125,37016;16,83827;54,09
194,61286;11,88458;45,16
246,96531;8,74686;40,70
281,80927;5,97705;36,23
340,05577;6,11245;40,70
411,42483;3,77639;40,70
491,86116;3,56817;40,70
490,67088;2,90151;40,70
451,61103;3,53105;139,36
401,86903;6,16217;76,64
332,57535;8,71351;40,70
260,76159;12,82932;49,63
215,12541;16,31373;20,98
184,5723;21,149;4,01
161,78178;27,17767;2,68
85,10323;6,61444;2,68
71,50089;11,07691;2,68
59,40577;15,565;7,14
47,66649;20,09245;11,60
62,45783;67,31437;17,41
35,61317;53,72653;94,50
68,97845;69,97712;90,03
99,84801;50,12404;85,57
255,56373;31,85929;85,57
379,43959;15,55619;54,09
414,0917;4,90275;45,16
430,37989;3,84237;40,70
422,77916;3,96264;36,23
485,14836;3,27087;40,70
563,57109;0,16865;40,70
572,06497;0,25634;40,70
557,02838;0,24185;40,70
485,28595;2,90144;139,36
433,95909;5,44643;76,64
290,28119;11,81964;40,70
185,17039;25,96043;49,63
144,64126;47,19024;20,98
122,92951;62,66323;4,01
110,60534;80,73935;2,68
26,4586;20,28241;2,68
28,3511;21,0513;2,68
3,78144;0,23769;7,14
3,51681;0,4017;11,60
36,85078;65,31247;17,41
37,07993;69,21411;94,50
37,50707;51,97662;90,03
37,64675;38,57835;85,57
138,26738;48,69339;85,57
186,13732;12,65655;54,09
248,81148;10,81366;45,16
293,24225;8,78451;40,70
323,07463;5,61817;36,23
379,11372;0,03187;40,70
410,79409;0,16014;40,70
407,30283;0,24754;40,70
381,08764;0,23444;40,70
342,62672;0,10858;139,36
326,07987;1,92566;76,64
239,08108;0;40,70
136,81913;0;49,63
63,79517;0,07742;20,98
18,78891;0,21548;4,01
6,58237;1,77421;2,68
5,02235;0,0464;2,68
4,00577;0,05781;2,68
3,6761;0,0675;7,14
3,76648;0,33491;11,60
4,64517;33,29651;17,41
4,59296;36,92906;94,50
4,79012;19,62776;90,03
7,50516;9,18016;85,57
95,65342;0,81473;85,57
238,95801;0,57543;54,09
295,89905;0,69804;45,16
333,2243;0,13825;40,70
357,10863;0;36,23
435,55344;0,02534;40,70
465,36161;0,14401;40,70
433,07331;0,24766;40,70
403,35677;0,23422;40,70
348,46603;0,10804;139,36
330,23553;1,44309;76,64
249,18213;0;40,70
194,89967;0;49,63
159,19405;10,00225;20,98
115,26681;12,17582;4,01
85,2849;16,54063;2,68
44,8267;0,04532;2,68
31,47062;0,05704;2,68
17,15673;0,06707;7,14
12,21389;0,07562;11,60
35,47312;26,72579;17,41
93,46828;68,57191;94,50
116,79547;61,0394;90,03
124,31591;49,67796;85,57
137,78778;35,63392;85,57
167,89957;17,82032;54,09
197,4354;11,18641;45,16
281,94641;5,15963;40,70
324,36019;5,57647;36,23
355,6022;3,80485;40,70
365,83814;5,84429;40,70
356,51377;8,06911;40,70
325,84947;4,78259;40,70
281,7639;5,4719;139,36
281,96772;7,55836;76,64
236,10395;8,03726;40,70
134,64671;11,025;49,63
113,48058;44,77562;20,98
83,52045;51,90771;4,01
68,72885;62,21927;2,68
3,71898;0,09537;2,68
3,06007;0,10616;2,68
3,38512;0,11509;7,14
3,32254;0,12262;11,60
3,59831;7,77864;17,41
3,83903;9,76392;94,50
4,0555;6,26085;90,03
4,15784;2,4435;85,57
18,20685;0,29433;85,57
77,69539;0,27679;54,09
147,71505;1,08752;45,16
149,42581;0,19268;40,70
205,12979;0,05514;36,23
247,94766;0,04725;40,70
280,31579;0,22088;40,70
277,57709;0,31112;40,70
302,25391;0,28965;40,70
285,11215;0,1786;139,36
259,43426;0,04145;76,64
210,72189;0,03433;40,70
123,68659;0,0296;49,63
119,79707;38,87748;20,98
67,32261;17,86401;4,01
6,52366;4,19794;2,68
3,19234;0,12227;2,68
3,30434;0,6516;2,68
3,67934;0,95875;7,14
3,74113;1,77649;11,60
3,70033;60,29121;17,41
3,66129;57,5982;94,50
4,01411;38,0361;90,03
5,45569;29,97231;85,57
41,45959;6,775;85,57
153,09817;2,45146;54,09
238,11459;2,46214;45,16
283,95503;0,74054;40,70
311,03089;0,11738;36,23
393,32005;0,1009;40,70
465,93006;0,22694;40,70
477,58689;0,31227;40,70
404,57519;0,29761;40,70
298,93158;0,72621;139,36
225,56915;10,54744;76,64
184,40608;9,10032;40,70
130,25975;0,01333;49,63
101,46927;0,14437;20,98
86,31926;0,27846;4,01
59,68446;2,07337;2,68
40,41213;0,10217;2,68
32,60034;0,11315;2,68
27,39922;0,12252;7,14
24,74284;0,13047;11,60
24,51632;37,75016;17,41
33,94113;61,95495;94,50
32,57094;47,81898;90,03
38,91686;43,53403;85,57
73,23749;29,90573;85,57
118,91653;55,36459;54,09
176,78925;70,44003;45,16
212,17116;45,8309;40,70
209,29185;32,08637;36,23
221,10663;24,8915;40,70
269,04562;21,2594;40,70
293,27277;14,63439;40,70
235,88594;35,83474;40,70
235,25735;12,50648;139,36
186,36616;42,035;76,64
165,14896;26,71037;40,70
136,53463;36,34276;49,63
129,43968;43,09232;20,98
117,25669;56,9733;4,01
109,48427;69,91191;2,68
10,43573;0,11073;2,68
7,77579;0,12211;2,68
2,48178;0,40933;7,14
2,48497;0,3019;11,60
2,53737;47,38045;17,41
2,69829;47,75443;94,50
2,86812;29,94087;90,03
4,73814;21,87106;85,57
14,49735;5,91816;85,57
28,10306;2,84817;54,09
60,00101;1,94354;45,16
117,31295;0,43173;40,70
138,07809;0,06722;36,23
220,09694;0,10122;40,70
173,41333;0,28416;40,70
161,42757;0,73361;40,70
85,05566;1,11783;40,70
192,73154;45,94849;139,36
105,99714;31,01993;76,64
42,29749;0,02986;40,70
4,89005;0,02409;49,63
3,90214;0,15566;20,98
3,86912;1,76444;4,01
3,86619;4,72419;2,68
4,2313;1,90197;2,68
4,90292;3,00428;2,68
4,43118;3,09067;7,14
4,70959;4,06373;11,60
4,99707;53,88574;17,41
4,88592;52,13946;94,50
4,54926;34,54573;90,03
6,10989;25,31985;85,57
10,89548;8,69897;85,57
13,50652;5,69659;54,09
33,15958;3,94208;45,16
63,8562;0,78038;40,70
72,23425;0,0674;36,23
118,66831;0,10296;40,70
123,63618;0,583;40,70
118,68849;1,00414;40,70
102,4994;1,79763;40,70
69,97046;3,8498;139,36
33,98599;45,95693;76,64
68,65378;55,76123;40,70
87,83141;72,5194;49,63
107,85117;68,81867;20,98
118,16808;55,88679;4,01
128,59309;46,41009;2,68
79,15492;6,12775;2,68
91,17152;2,78291;2,68
52,55313;15,5147;7,14
50,80792;17,33235;11,60
73,28985;79,33588;17,41
67,88778;86,81013;94,50
62,71243;69,97536;90,03
34,26714;42,96243;85,57
50,2797;27,63248;85,57
74,17308;25,54006;54,09
112,82162;20,0785;45,16
101,81849;59,28743;40,70
103,38929;53,42094;36,23
143,7321;47,98916;40,70
150,27455;51,19103;40,70
191,07489;48,61252;40,70
194,72983;16,60601;40,70
107,64351;0,56784;139,36
75,02194;13,87598;76,64
10,72719;0,05455;40,70
3,30325;0,04884;49,63
3,54342;0,52903;20,98
3,73865;2,942;4,01
4,19185;6,04545;2,68
4,10417;2,73822;2,68
4,0835;3,0483;2,68
4,53284;4,35934;7,14
5,05023;6,0941;11,60
5,51944;16,54172;17,41
5,1886;18,45724;94,50
4,33277;15,56575;90,03
4,13271;10,62347;85,57
3,55905;5,98812;85,57
3,46247;2,59223;54,09
6,05364;1,52018;45,16
68,23297;0,24008;40,70
140,40463;0,1038;36,23
156,96042;0,0968;40,70
212,55778;0,27085;40,70
230,01677;0,36175;40,70
245,30089;0,34129;40,70
256,24849;0,23157;139,36
141,21666;0,09594;76,64
121,59468;0,09004;40,70
70,54932;0,5033;49,63
57,30067;0,95873;20,98
37,78815;1,90835;4,01
46,49963;27,23033;2,68
2,06837;1,01425;2,68
2,29938;1,83007;2,68
2,41069;2,41853;7,14
2,71821;3,57979;11,60
2,25815;17,69243;17,41
2,18213;19,85716;94,50
31,39762;45,0319;90,03
67,0485;72,76599;85,57
67,11062;64,73999;85,57
91,81703;74,49805;54,09
105,01145;72,74687;45,16
114,84105;60,75313;40,70
136,24832;43,64564;36,23
142,2089;37,31439;40,70
170,87817;17,47362;40,70
174,86666;18,59987;40,70
174,06904;21,55808;40,70
121,40963;70,14901;139,36
34,32049;30,40457;76,64
31,23366;33,95791;40,70
2,21232;7,19659;49,63
2,1592;9,00513;20,98
2,23169;10,85267;4,01
2,2725;17,95425;2,68
2,37094;3,51555;2,68
2,3275;4,64167;2,68
2,52913;6,03976;7,14
3,18672;9,15165;11,60
2,80974;81,60702;17,41
2,67873;77,11649;94,50
2,64649;57,92407;90,03
4,25431;46,24359;85,57
7,94635;23,06709;85,57
9,27768;17,22155;54,09
22,14399;13,11577;45,16
38,95313;7,50932;40,70
51,4771;3,76342;36,23
72,08189;2,21692;40,70
110,7974;1,59486;40,70
100,45037;2,71884;40,70
102,3771;7,32461;40,70
110,14334;8,70503;139,36
47,76749;23,0093;76,64
6,35975;0,12599;40,70
3,18616;0,39494;49,63
3,51543;3,0594;20,98
3,33758;5,66264;4,01
3,2912;9,86375;2,68
3,26319;3,53619;2,68
3,40434;4,49237;2,68
3,2919;5,09843;7,14
3,49733;6,31524;11,60
3,76351;70,08516;17,41
3,8262;65,37084;94,50
3,47092;48,03082;90,03
5,14749;37,89473;85,57
9,22138;16,95124;85,57
9,90658;11,75923;54,09
18,00174;8,87426;45,16
32,28734;4,49363;40,70
25,26914;2,95393;36,23
56,89072;1,09501;40,70
67,6094;1,21188;40,70
72,47929;2,24717;40,70
50,63983;6,98169;40,70
18,24005;9,35731;139,36
3,77669;26,91703;76,64
2,76217;0,11179;40,70
2,68407;1,15765;49,63
2,68131;1,72734;20,98
3,03402;6,05625;4,01
3,41126;10,54121;2,68
3,97113;5,47989;2,68
3,48494;5,45506;2,68
3,16416;4,61052;7,14
3,04928;6,43831;11,60
3,30823;67,71826;17,41
3,94939;63,20035;94,50
3,32187;47,82268;90,03
5,12681;35,07465;85,57
8,36206;15,58359;85,57
8,63294;9,22735;54,09
37,9969;3,94527;45,16
45,89399;1,9036;40,70
61,91965;0,93381;36,23
102,10091;0,21104;40,70
116,84497;0,68137;40,70
118,52501;1,68348;40,70
95,55671;4,65978;40,70
34,74722;8,26215;139,36
9,87378;25,54439;76,64
2,66326;0,11391;40,70
2,39116;0,80238;49,63
2,40531;1,51223;20,98
32,66535;32,89956;4,01
33,37411;37,52653;2,68
2,34978;2,36981;2,68
2,38346;1,80017;2,68
2,4686;3,1782;7,14
2,46138;3,64955;11,60
34,33482;97,76213;17,41
33,95382;94,83108;94,50
33,42382;73,68969;90,03
34,76126;64,53094;85,57
38,58601;40,52752;85,57
73,35093;66,66597;54,09
78,27202;60,10087;45,16
92,21591;51,08273;40,70
82,73353;51,28489;36,23
127,34991;46,39363;40,70
164,85589;40,04029;40,70
164,40041;42,57279;40,70
159,69082;43,04203;40,70
120,23445;48,97861;139,36
91,60481;47,15953;76,64
117,69389;59,59203;40,70
116,98282;56,94246;49,63
110,22622;65,36152;20,98
102,14715;76,26036;4,01
65,75794;68,74872;2,68
2,22494;1,58346;2,68
2,10552;1,69295;2,68
2,51902;0,94453;7,14
2,38642;3,8107;11,60
3,03265;59,18159;17,41
3,10746;56,48318;94,50
2,81705;42,04528;90,03
4,42456;32,85512;85,57
8,52846;13,44563;85,57
9,34651;7,71134;54,09
20,11101;4,89262;45,16
81,25425;24,20409;40,70
84,81188;0,19401;36,23
132,44456;0,19559;40,70
181,49192;0,39648;40,70
248,08644;0,74743;40,70
252,82947;0,79462;40,70
225,24669;0,90537;139,36
161,49205;24,57833;76,64
51,27029;20,65701;40,70
34,89801;23,28878;49,63
31,75792;25,72827;20,98
30,73787;28,38156;4,01
32,92698;28,39543;2,68
25,58797;0,86644;2,68
53,50713;0,51759;2,68
79,67658;4,69053;7,14
97,77151;2,21699;11,60
164,8035;27,17952;17,41
171,4361;24,60984;94,50
182,22977;17,03153;90,03
180,8715;13,35597;85,57
175,7824;13,81267;85,57
176,34787;12,76632;54,09
191,78206;11,22249;45,16
210,97457;7,20269;40,70
223,52715;5,06369;36,23
255,55076;0,93213;40,70
277,29741;0,35418;40,70
259,95081;1,01583;40,70
313,06369;0,4265;40,70
285,89079;0,31825;139,36
266,15611;0,18407;76,64
206,51368;7,4528;40,70
166,52034;14,16103;49,63
176,54053;12,07604;20,98
144,5959;27,98793;4,01
134,04084;44,78641;2,68
55,68164;14,50302;2,68
63,87779;11,13862;2,68
58,67205;13,22291;7,14
45,1684;20,4835;11,60
105,44317;88,42254;17,41
108,0401;85,62562;94,50
106,39055;82,50089;90,03
110,0702;72,4897;85,57
115,32538;61,85181;85,57
127,25933;52,94788;54,09
156,39817;50,45039;45,16
155,59386;12,04117;40,70
183,9584;0,23491;36,23
206,05648;0,22677;40,70
243,86424;0,39828;40,70
262,20032;0,48724;40,70
323,30584;0,46562;40,70
213,1112;0,35541;139,36
138,96712;0,48703;76,64
119,826;1,00995;40,70
108,98465;1,28564;49,63
118,7076;1,50193;20,98
107,13022;13,8008;4,01
118,12329;46,72129;2,68
53,3181;0,28159;2,68
35,68963;0,29164;2,68
31,30991;0,29989;7,14
16,25555;0,30677;11,60
31,39877;87,24223;17,41
6,93535;58,12788;94,50
6,92452;38,8302;90,03
8,50511;30,0518;85,57
26,92056;11,329;85,57
51,48091;6,62685;54,09
80,02963;4,83433;45,16
53,86243;3,76013;40,70
40,16455;2,83579;36,23
57,3165;2,01603;40,70
66,20926;2,17626;40,70
64,74139;2,53931;40,70
79,30678;35,58923;40,70
50,16898;36,672;139,36
39,69775;51,53258;76,64
33,66712;24,57895;40,70
31,23274;26,29639;49,63
4,1573;0,31357;20,98
2,31951;1,52417;4,01
1,42621;4,63369;2,68
1,3149;0,25323;2,68
1,45634;0,95858;2,68
1,57471;0,49108;7,14
1,62767;1,12398;11,60
1,75487;63,45833;17,41
1,84732;60,63385;94,50
1,86551;44,66602;90,03
3,16229;33,30239;85,57
13,31602;9,99041;85,57
20,82999;6,84063;54,09
63,65036;3,22051;45,16
124,72471;1,21272;40,70
104,81777;0,45975;36,23
207,7398;0,24104;40,70
204,81712;0,60549;40,70
195,08223;1,10609;40,70
143,64077;2,24504;40,70
70,31309;25,12452;139,36
40,80874;42,59788;76,64
102,7545;71,35219;40,70
106,02429;69,5811;49,63
114,2052;59,51094;20,98
118,96557;55,79191;4,01
124,64104;53,5176;2,68
70,51251;10,88173;2,68
68,19916;12,72437;2,68
65,27903;13,75433;7,14
36,05126;0,2611;11,60
46,14488;68,86913;17,41
38,97562;70,58739;94,50
32,15697;54,97218;90,03
32,6934;48,06343;85,57
51,02922;28,61943;85,57
81,61002;1,89548;54,09
151,84197;1,75348;45,16
198,49367;0,68479;40,70
214,78347;0,19651;36,23
266,19061;0,22973;40,70
336,59602;0,35539;40,70
331,95761;0,44068;40,70
312,37845;0,46228;40,70
248,62938;0,86086;139,36
158,28588;11,35753;76,64
62,66135;0,15263;40,70
8,53502;0,14617;49,63
3,56781;0,27622;20,98
3,08842;2,11856;4,01
2,99025;5,30882;2,68
2,93985;2,52567;2,68
2,64999;2,57628;2,68
2,34602;2,43709;7,14
2,34885;3,05705;11,60
2,48327;59,32272;17,41
2,63196;57,37077;94,50
2,60393;39,06935;90,03
4,32458;29,82024;85,57
8,71886;9,7298;85,57
37,98996;2,34095;54,09
103,44276;2,14217;45,16
136,15698;0,60271;40,70
166,44059;0,17715;36,23
182,36582;0,21087;40,70
189,94148;0,36369;40,70
178,36454;0,7735;40,70
211,62329;0,56808;40,70
175,2419;0,84099;139,36
115,85864;11,12888;76,64
16,50475;0,13808;40,70
2,95958;0,13217;49,63
2,75287;1,11224;20,98
2,4513;2,46417;4,01
3,05726;6,09521;2,68
2,93697;2,55316;2,68
2,37831;2,26925;2,68
3,16293;3,76123;7,14
3,83161;5,26181;11,60
3,79695;57,96085;17,41
3,92082;55,9772;94,50
4,04836;37,80154;90,03
5,95812;28,60118;85,57
11,39472;6,62287;85,57
36,25914;2,25948;54,09
88,9773;2,50184;45,16
92,39959;0,70339;40,70
91,22438;0,16618;36,23
127,72031;0,19962;40,70
224,27144;0,32578;40,70
213,49323;0,41161;40,70
188,80939;0,39923;40,70
141,18512;1,26856;139,36
41,67622;14,85863;76,64
4,8678;0,12506;40,70
3,87688;0,11548;49,63
4,36095;1,14668;20,98
5,28897;3,57635;4,01
4,19209;6,98933;2,68
4,27908;4,611;2,68
4,04246;5,07225;2,68
3,86855;5,59643;7,14
4,03638;6,45841;11,60
4,04414;18,13933;17,41
3,94303;20,32253;94,50
4,1224;17,41779;90,03
4,02876;12,90106;85,57
3,17593;2,73837;85,57
8,57892;0,65654;54,09
42,01552;1,23656;45,16
79,0512;0,30231;40,70
120,01515;0,16571;36,23
125,15279;0,158;40,70
171,61729;0,33092;40,70
156,78823;0,42121;40,70
153,05297;0,40074;40,70
125,17221;0,2916;139,36
109,90108;0,15686;76,64
99,21083;0,23246;40,70
85,30826;0,62786;49,63
72,76644;1,03839;20,98
37,26722;1,81866;4,01
21,15765;7,77887;2,68
14,70743;0,7532;2,68
1,73198;1,75779;2,68
1,56334;1,76256;7,14
23,07238;18,64659;11,60
106,41595;86,63721;17,41
111,10063;80,47975;94,50
114,68778;73,00457;90,03
117,8911;63,37287;85,57
117,2755;60,36956;85,57
118,39747;56,96948;54,09
132,49456;51,21938;45,16
151,95096;38,20634;40,70
71,12568;57,63721;36,23
69,37435;58,6756;40,70
70,49172;57,27813;40,70
94,54822;49,00656;40,70
110,12593;45,48142;40,70
105,52748;68,59991;139,36
77,72081;55,83876;76,64
92,81956;77,2554;40,70
102,59676;82,88073;49,63
95,92518;85,40982;20,98
67,89177;64,48944;4,01
92,22806;86,5577;2,68
46,57395;21,31172;2,68
46,51703;21,57068;2,68
49,79118;20,75826;7,14
49,93961;19,52422;11,60
79,59459;105,37712;17,41
81,10692;96,07719;94,50
118,53067;100,88297;90,03
114,06263;98,736;85,57
116,59472;79,99468;85,57
99,85085;84,90694;54,09
106,33483;78,13847;45,16
95,04172;62,5965;40,70
93,6064;22,38648;36,23
161,78522;0,73336;40,70
168,49852;1,15138;40,70
97,01851;2,62321;40,70
92,21702;6,99388;40,70
109,16298;7,23033;139,36
50,72053;21,44101;76,64
3,021;0,18993;40,70
2,451;1,09737;49,63
1,8676;0,3115;20,98
1,79169;1,8385;4,01
1,8149;4,96692;2,68
2,1321;0,25014;2,68
2,16936;1,92065;2,68
2,58453;4,44798;7,14
2,44858;3,35043;11,60
2,60656;67,65164;17,41
3,05904;65,61073;94,50
2,79528;40,03712;90,03
4,7833;29,82282;85,57
8,91602;12,6796;85,57
12,01635;7,67861;54,09
25,44536;6,52709;45,16
56,78267;1,52328;40,70
41,6415;0,81235;36,23
61,00849;0,40794;40,70
50,07093;1,33529;40,70
48,10544;2,04934;40,70
54,60832;6,06751;40,70
11,36062;10,39773;139,36
3,54318;27,38123;76,64
3,16892;0,15233;40,70
3,01245;0,14611;49,63
3,05907;0,26589;20,98
3,08246;1,46413;4,01
3,11314;6,70924;2,68
3,0084;0,3944;2,68
3,01224;0,51277;2,68
3,06849;1,21324;7,14
3,27783;2,59079;11,60
3,23117;64,25577;17,41
3,18587;61,2725;94,50
3,19707;42,38665;90,03
5,09871;30,94481;85,57
9,81915;8,99819;85,57
10,59142;5,71771;54,09
16,98973;3,72894;45,16
20,55268;1,99085;40,70
12,83208;1,6651;36,23
21,29998;1,88201;40,70
37,51512;1,3184;40,70
37,47662;2,41318;40,70
44,25436;6,59961;40,70
6,92172;10,87874;139,36
3,52287;27,06105;76,64
3,26695;0,1312;40,70
3,35132;0,68119;49,63
3,13206;2,99947;20,98
2,98087;8,26377;4,01
3,16149;11,88223;2,68
2,93885;4,81154;2,68
3,08575;7,47242;2,68
3,24042;9,20328;7,14
3,39899;11,1426;11,60
3,35606;73,76588;17,41
3,52633;68,65437;94,50
3,59559;51,43923;90,03
5,5663;40,96214;85,57
9,61323;18,84433;85,57
9,57438;12,61014;54,09
10,72593;10,80056;45,16
14,16765;4,56639;40,70
10,73102;4,35508;36,23
25,27046;1,16248;40,70
31,50182;2,10766;40,70
39,9804;1,5489;40,70
16,56344;10,92604;40,70
5,25007;14,66345;139,36
3,48064;33,72217;76,64
3,02665;3,15834;40,70
2,66563;1,14552;49,63
2,60738;2,6499;20,98
2,8277;5,08256;4,01
2,5586;9,8901;2,68
2,12432;1,96692;2,68
1,82969;1,97494;2,68
33,58459;27,37856;7,14
33,23278;28,75808;11,60
63,58446;114,04773;17,41
64,51121;108,76564;94,50
60,19473;90,60166;90,03
32,39042;56,70718;85,57
36,3516;36,86107;85,57
72,02247;62,0983;54,09
76,76284;60,01769;45,16
84,63069;53,342;40,70
108,7772;69,7324;36,23
109,40989;67,72856;40,70
128,58106;66,68632;40,70
138,05535;69,65747;40,70
115,68168;77,58001;40,70
110,20992;78,20879;139,36
64,82283;70,5858;76,64
104,02967;76,67627;40,70
104,57796;83,20142;49,63
104,01859;94,68195;20,98
103,69203;95,85799;4,01
103,42134;99,45317;2,68
37,8999;25,33836;2,68
38,09978;24,64183;2,68
42,19401;20,4809;7,14
46,48413;19,20147;11,60
109,62724;78,91663;17,41
111,64997;77,79301;94,50
107,82722;78,79587;90,03
107,38772;75,93434;85,57
113,661;63,31766;85,57
121,53255;54,17047;54,09
134,69679;43,46513;45,16
132,19561;45,43403;40,70
138,29709;45,24218;36,23
210,41116;35,34043;40,70
232,09198;26,56513;40,70
265,28806;40,59014;40,70
245,9694;10,73692;40,70
207,66328;11,61251;139,36
130,45722;12,93846;76,64
40,81188;23,54463;40,70
1,57168;1,81834;49,63
1,94016;5,75763;20,98
1,72992;6,91757;4,01
1,73478;16,64328;2,68
1,42205;1,45312;2,68
1,57791;2,05439;2,68
1,48903;0,9034;7,14
1,33158;0,61846;11,60
1,35206;16,15576;17,41
1,33919;17,49693;94,50
1,3264;13,90136;90,03
1,46263;9,3902;85,57
1,50823;6,12186;85,57
8,16829;0,47328;54,09
27,08407;1,59685;45,16
20,27113;0,38857;40,70
40,6147;0,25149;36,23
81,55139;0,47427;40,70
37,99736;0,68789;40,70
86,9629;1,80439;40,70
35,54602;1,90243;40,70
10,52445;1,92682;139,36
2,62565;3,69846;76,64
2,16306;6,40612;40,70
1,98195;7,43961;49,63
1,91035;6,56916;20,98
2,03437;9,43952;4,01
2,13331;14,59022;2,68
2,18752;1,54714;2,68
2,23864;4,02965;2,68
2,34296;4,91697;7,14
2,40283;7,71083;11,60
2,66199;84,52675;17,41
2,73129;77,74259;94,50
2,9494;59,37202;90,03
4,61192;48,32912;85,57
