Totale koudelevering [kW];Totale warmtelevering [kW];Totale warmtelevering [kW] SWW
374,19878;0,26593;40,70
312,84736;0,13911;139,36
280,40798;2,26735;76,64
212,19909;0;40,70
163,35874;0;49,63
66,46086;0,10944;20,98
46,04212;0,24451;4,01
36,45808;1,1277;2,68
24,07343;0,07114;2,68
11,39545;0,08205;2,68
10,87134;0,09136;7,14
6,69564;0,09923;11,60
32,64586;55,41671;17,41
32,47383;57,10027;94,50
32,05554;40,63312;90,03
24,97146;5,21153;85,57
120,88546;23,95158;85,57
229,16892;11,9132;54,09
271,89936;8,18283;45,16
385,44402;11,47046;40,70
369,31653;10,1101;36,23
410,89338;8,7864;40,70
446,86752;5,41868;40,70
439,87348;5,91771;40,70
428,94103;5,67029;40,70
416,1978;4,78622;139,36
400,23361;4,17612;76,64
355,75284;6,55103;40,70
312,76321;5,44707;49,63
253,19677;7,34258;20,98
220,62651;9,10136;4,01
186,30474;13,7657;2,68
111,83286;1,29593;2,68
89,75138;6,66762;2,68
82,43734;11,75399;7,14
70,26133;15,9105;11,60
132,22011;49,07197;17,41
145,32385;36,08282;94,50
168,66806;18,09697;90,03
225,53102;9,1942;85,57
314,3108;3,38985;85,57
374,65077;0,41972;54,09
383,47594;0,34018;45,16
301,65467;7,22469;40,70
374,54672;2,73406;36,23
438,40778;0,38116;40,70
386,01448;1,93152;40,70
449,34627;0,28263;40,70
500,94211;0,26006;40,70
493,91478;0,85091;139,36
355,32506;5,55658;76,64
263,07109;14,36865;40,70
203,04239;19,93818;49,63
175,27424;29,40955;20,98
145,72131;42,50681;4,01
135,3415;56,97799;2,68
56,05636;17,67544;2,68
55,11929;18,62984;2,68
50,7881;17,83747;7,14
51,86684;17,02732;11,60
113,4133;65,1477;17,41
109,06701;68,43044;94,50
110,86367;65,77047;90,03
122,93213;55,96403;85,57
127,02094;56,90852;85,57
125,3226;63,89979;54,09
130,33469;61,5344;45,16
145,4165;55,60834;40,70
182,20579;24,95848;36,23
187,46418;25,70138;40,70
248,46618;8,64715;40,70
196,88541;16,79747;40,70
168,53664;37,3951;40,70
171,87687;29,54984;139,36
173,27163;20,98654;76,64
162,79407;25,76615;40,70
145,35456;35,17596;49,63
140,55958;35,72011;20,98
136,66331;38,15023;4,01
116,70595;61,87099;2,68
46,62389;19,3224;2,68
43,44926;21,39568;2,68
40,10369;22,04879;7,14
37,65784;23,75258;11,60
67,67059;100,66261;17,41
63,91673;100,31716;94,50
109,98117;100,03928;90,03
119,01784;82,71183;85,57
165,26323;49,56473;85,57
231,00653;20,01679;54,09
322,1123;6,7776;45,16
357,89648;2,10087;40,70
470,42839;0,08255;36,23
516,4528;0,11612;40,70
590,26588;0,23517;40,70
573,57172;0,45481;40,70
611,63198;0,31475;40,70
462,50045;0,46662;139,36
302,72016;16,78808;76,64
368,85061;0,03701;40,70
280,12068;1,67115;49,63
180,82691;15,01511;20,98
142,44644;36,4071;4,01
125,57701;54,09011;2,68
47,39378;19,96571;2,68
48,82004;18,03013;2,68
46,76892;19,17527;7,14
41,60147;21,4524;11,60
69,09059;88,69959;17,41
68,33474;86,99989;94,50
109,29348;90,18;90,03
125,53505;71,9376;85,57
219,98023;34,18373;85,57
273,56099;16,03626;54,09
346,18619;11,42765;45,16
409,98114;2,54975;40,70
427,16095;0,06199;36,23
489,46453;0,09484;40,70
602,32586;0,21992;40,70
628,97291;0,30378;40,70
669,83456;0,28752;40,70
619,56406;0,15905;139,36
584,67688;2,96311;76,64
572,80253;0;40,70
461,79432;0;49,63
372,55729;0,12439;20,98
264,557;2,3081;4,01
225,67369;7,8924;2,68
144,35051;0,08219;2,68
123,05885;0,09298;2,68
82,52431;7,75288;7,14
58,16896;18,57772;11,60
73,26183;65,91704;17,41
37,99871;53,89639;94,50
91,62222;62,34079;90,03
206,81985;33,88374;85,57
354,53456;10,80893;85,57
446,28844;3,23424;54,09
513,72438;0,67585;45,16
509,72109;0,17533;40,70
514,5883;0,03395;36,23
558,99319;0,06619;40,70
609,83575;0,19072;40,70
647,00991;0,27403;40,70
638,96406;0,25714;40,70
624,89513;0,128;139,36
608,31397;0,96174;76,64
525,51183;0;40,70
405,02479;0,03709;49,63
289,37906;5,41625;20,98
269,4433;5,84657;4,01
230,65453;9,35863;2,68
179,77731;0,05244;2,68
166,42813;0,0634;2,68
142,86139;0,07294;7,14
135,8291;0,08125;11,60
169,87038;37,97236;17,41
152,4192;52,06052;94,50
155,23713;37,42212;90,03
238,46161;21,78178;85,57
365,79647;10,44302;85,57
487,62538;0,29253;54,09
560,63248;0,4704;45,16
578,42714;0,14664;40,70
568,0372;0,00542;36,23
624,78402;0,03847;40,70
638,94359;0,16449;40,70
694,10066;0,24947;40,70
681,34609;0,23407;40,70
649,94644;0,10616;139,36
657,15047;0,54518;76,64
592,01009;0;40,70
519,30075;0;49,63
450,12754;0,06618;20,98
425,27898;0,20307;4,01
418,08738;0,32735;2,68
263,85013;0,03282;2,68
252,64581;0,04345;2,68
241,25882;0,05249;7,14
257,09636;0,06001;11,60
373,85001;11,34827;17,41
314,91356;15,83113;94,50
344,93377;3,97515;90,03
448,06192;0,77098;85,57
552,83592;0,22502;85,57
592,23127;0,20631;54,09
622,11838;0,25606;45,16
600,67627;0,1175;40,70
555,78711;0;36,23
594,76686;0,00705;40,70
641,74003;0,134;40,70
583,22683;0,21898;40,70
658,529;0,20342;40,70
666,91913;0,07526;139,36
568,96603;0,44846;76,64
391,08557;0;40,70
315,76848;2,39324;49,63
218,95699;16,10818;20,98
180,50903;26,01518;4,01
173,77074;20,03535;2,68
95,89528;8,17986;2,68
82,17889;14,964;2,68
96,69456;9,07986;7,14
63,4831;2,39485;11,60
137,24493;49,88471;17,41
132,73395;55,46218;94,50
136,27438;50,55637;90,03
133,46116;52,65277;85,57
165,08536;45,01996;85,57
296,62842;22,89461;54,09
382,16019;7,76399;45,16
416,67191;0,38977;40,70
468,29111;0;36,23
509,81984;0;40,70
501,75967;0,14039;40,70
510,09256;0,23199;40,70
583,40947;0,20968;40,70
597,67952;0,09746;139,36
542,65495;0;76,64
475,66098;0;40,70
423,06365;0;49,63
398,03481;0,06946;20,98
395,94717;0,20825;4,01
368,67138;1,43656;2,68
207,58249;0,04319;2,68
193,80137;0,05423;2,68
189,20379;0,06341;7,14
157,61092;0,07124;11,60
237,37675;6,96284;17,41
208,21787;11,88072;94,50
247,85644;4,49985;90,03
300,06537;2,35217;85,57
305,81797;10,87123;85,57
321,47905;9,63673;54,09
329,09719;7,91933;45,16
357,75947;7,42477;40,70
347,95266;7,00881;36,23
361,11265;5,64618;40,70
399,76478;1,03858;40,70
400,15583;1,07625;40,70
351,26434;7,44611;40,70
332,26656;1,3881;139,36
328,54968;0,19708;76,64
323,14991;0;40,70
286,48963;1,36089;49,63
253,36721;3,96421;20,98
234,30892;6,54216;4,01
220,06332;9,90541;2,68
164,8501;0,06453;2,68
168,31641;0,07557;2,68
158,33108;0,08478;7,14
101,92506;2,87427;11,60
80,71413;69,07446;17,41
32,60617;63,80287;94,50
31,80504;47,77066;90,03
54,88494;8,87939;85,57
132,4643;1,38946;85,57
160,41108;0,94334;54,09
179,57277;1,02824;45,16
199,99645;0,15192;40,70
237,57163;0,01074;36,23
228,71828;0,04422;40,70
220,75198;0,17068;40,70
275,7163;0,61081;40,70
306,77853;0,24175;40,70
283,38044;0,11487;139,36
289,09514;4,42318;76,64
194,13002;0;40,70
147,18673;0;49,63
101,55017;15,00819;20,98
81,45026;15,92617;4,01
51,71505;22,11951;2,68
9,93008;0,04771;2,68
12,81261;0,05867;2,68
7,6468;0,06791;7,14
5,90773;0,07565;11,60
6,80483;32,06253;17,41
4,45513;35,02335;94,50
4,82843;17,26187;90,03
24,92156;8,67461;85,57
134,09606;19,32697;85,57
197,36813;13,96506;54,09
272,1807;10,68246;45,16
326,24339;8,20215;40,70
365,5177;5,47166;36,23
406,81583;0,02539;40,70
450,50097;4,42207;40,70
469,11417;4,14795;40,70
496,00911;3,80842;40,70
482,90142;4,16633;139,36
442,90577;4,3006;76,64
397,74577;3,43265;40,70
316,86066;5,59942;49,63
270,06339;11,05383;20,98
222,12674;19,43135;4,01
210,59567;24,89796;2,68
123,12184;3,99838;2,68
117,84555;3,79291;2,68
105,46328;6,0243;7,14
89,23918;7,21645;11,60
149,58314;55,0067;17,41
186,68786;41,47525;94,50
219,21518;19,02504;90,03
323,10325;8,09666;85,57
495,5682;1,06315;85,57
586,70011;0,24108;54,09
645,21206;0,39081;45,16
637,07633;0,12346;40,70
611,26977;0;36,23
647,53391;0,01166;40,70
698,00241;0,13679;40,70
727,50297;0,21976;40,70
740,67638;0,20211;40,70
713,48475;0,07193;139,36
691,87984;0,4708;76,64
640,61144;0;40,70
566,02881;0;49,63
478,08391;0,01987;20,98
425,31208;0,15928;4,01
354,83177;0,7612;2,68
237,90942;0;2,68
209,28118;0,00351;2,68
175,99697;0,01355;7,14
171,20687;0,02172;11,60
200,36352;26,7998;17,41
172,1343;36,75507;94,50
141,81324;57,72775;90,03
154,87739;14,26203;85,57
225,93548;15,82078;85,57
248,2827;15,59428;54,09
312,35705;0,34085;45,16
314,81786;0,08273;40,70
325,76053;0;36,23
379,02145;0;40,70
395,29588;0,0979;40,70
435,64464;0,18613;40,70
421,50511;0,17206;40,70
360,40623;0,04509;139,36
270,92811;9,07022;76,64
223,19991;8,93659;40,70
184,25963;10,14554;49,63
148,41353;11,17891;20,98
99,89044;15,05029;4,01
63,01439;20,50887;2,68
41,34814;0;2,68
11,49789;3,81712;2,68
5,38938;4,94676;7,14
3,95177;5,98903;11,60
32,88241;62,94049;17,41
3,57852;31,7867;94,50
31,8583;39,72223;90,03
98,37809;18,19796;85,57
152,63505;13,37238;85,57
169,21573;12,01052;54,09
207,30851;36,53094;45,16
225,85533;42,50399;40,70
222,24718;29,6468;36,23
239,37663;31,81078;40,70
251,92029;25,69465;40,70
255,12239;22,39598;40,70
248,37765;17,99745;40,70
190,80139;31,53845;139,36
165,02937;54,32368;76,64
136,50809;54,37767;40,70
112,06648;62,81189;49,63
96,09434;66,23099;20,98
95,99495;68,64714;4,01
111,44331;68,31177;2,68
38,10191;19,57255;2,68
38,94385;20,22946;2,68
39,02351;21,15071;7,14
44,15153;20,26975;11,60
108,06741;71,65556;17,41
106,98952;73,25102;94,50
109,0139;68,95744;90,03
110,71645;64,56761;85,57
115,38303;59,49315;85,57
123,10947;52,8688;54,09
146,82822;48,02711;45,16
191,76467;37,07258;40,70
226,86174;30,36782;36,23
266,40606;24,2998;40,70
288,54513;27,11188;40,70
314,41725;25,59116;40,70
344,73464;20,63533;40,70
312,39111;8,25993;139,36
279,18473;25,83593;76,64
208,00988;31,23759;40,70
156,84963;35,59573;49,63
93,75066;47,43127;20,98
84,3754;52,26155;4,01
76,53821;54,6134;2,68
10,40131;0,06984;2,68
7,33872;0,0811;2,68
2,65705;0,09057;7,14
2,97086;0,39816;11,60
33,83325;38,40167;17,41
3,30555;10,61818;94,50
3,01154;6,9166;90,03
2,81811;3,00366;85,57
3,55992;0,37372;85,57
16,40293;0,25491;54,09
38,35617;0,30703;45,16
58,34776;0,17201;40,70
72,8903;0,03458;36,23
80,72473;0,02665;40,70
109,03394;16,92649;40,70
144,56901;44,79844;40,70
154,6807;15,1058;40,70
121,13439;15,87339;139,36
80,02871;18,32722;76,64
86,81577;17,06457;40,70
61,1938;19,48421;49,63
41,20489;23,56017;20,98
33,40685;27,19249;4,01
32,86259;32,3286;2,68
2,89388;0,14715;2,68
2,64292;0,5118;2,68
2,74119;0,9931;7,14
2,74117;1,19738;11,60
3,16122;64,81626;17,41
3,48292;62,90983;94,50
3,24615;41,32555;90,03
4,90105;30,63276;85,57
14,21404;14,48018;85,57
51,00826;38,64596;54,09
65,90653;35,60923;45,16
87,18698;26,28699;40,70
122,04319;19,3003;36,23
124,76232;0,71569;40,70
149,24468;0,76807;40,70
180,14519;0,98815;40,70
173,95869;2,57234;40,70
144,96993;3,78416;139,36
128,78753;17,07054;76,64
95,0833;0,01688;40,70
66,20309;0,01083;49,63
57,82384;18,54831;20,98
9,12395;0,46151;4,01
2,92547;3,17026;2,68
3,46347;0,66556;2,68
3,87111;1,5287;2,68
3,53472;1,59177;7,14
3,36576;1,75598;11,60
3,20063;58,32565;17,41
2,98646;55,27569;94,50
3,00708;36,29014;90,03
5,0337;27,16156;85,57
12,02867;10,60481;85,57
31,34118;4,66397;54,09
84,17223;2,05529;45,16
158,029;0,44435;40,70
184,17052;0,05611;36,23
225,85599;0,09068;40,70
204,87227;0,33557;40,70
289,25988;0,50804;40,70
312,41056;0,29109;40,70
250,21698;0,16537;139,36
125,72177;11,64111;76,64
124,44412;0,0161;40,70
74,71844;0,00988;49,63
24,42061;0,14131;20,98
5,05278;0,27567;4,01
3,11102;2,88156;2,68
3,23179;0,09981;2,68
3,31239;0,30215;2,68
3,61133;1,35094;7,14
3,33752;1,40099;11,60
3,3337;51,99868;17,41
3,12398;50,14863;94,50
2,95078;30,21313;90,03
4,68714;20,58526;85,57
22,58738;5,92221;85,57
33,82912;4,21367;54,09
48,6109;3,15643;45,16
118,95867;53,01923;40,70
112,24646;47,05788;36,23
156,4257;53,56817;40,70
164,26713;63,26632;40,70
184,67546;57,67194;40,70
176,76483;56,34128;40,70
152,20154;49,72165;139,36
148,55747;53,2646;76,64
138,33235;36,33403;40,70
140,37077;31,69897;49,63
136,45819;35,30133;20,98
131,97321;40,24047;4,01
108,02902;76,98136;2,68
9,43243;0,1131;2,68
7,67508;0,1248;2,68
2,2721;0,13477;7,14
2,36897;0,38783;11,60
31,68765;80,4815;17,41
31,64089;79,33257;94,50
31,62935;60,18721;90,03
33,25269;51,33786;85,57
13,07821;6,38432;85,57
24,5815;3,78761;54,09
44,21166;3,02735;45,16
58,89079;0,72371;40,70
56,00496;0,07456;36,23
84,75266;0,10966;40,70
90,5235;23,99965;40,70
165,37624;16,62408;40,70
127,20004;21,38954;40,70
75,47131;1,80418;139,36
45,83779;42,18479;76,64
52,58654;20,52833;40,70
45,93245;20,9895;49,63
42,11679;22,00287;20,98
33,60324;25,40155;4,01
31,96351;33,5473;2,68
2,82383;1,2714;2,68
2,90772;1,79627;2,68
2,84374;1,89544;7,14
2,7834;2,22997;11,60
2,83256;57,16358;17,41
2,9878;56,21029;94,50
2,88869;36,02135;90,03
4,5501;24,60461;85,57
40,66979;35,20701;85,57
57,2646;29,37722;54,09
83,28004;24,59709;45,16
158,74427;46,64249;40,70
145,1177;12,76619;36,23
205,4493;11,06488;40,70
237,08648;0,24562;40,70
275,48688;0,5016;40,70
248,3069;0,46482;40,70
206,36536;10,91826;139,36
189,93862;20,32544;76,64
210,35543;10,75214;40,70
100,71127;13,25373;49,63
44,71803;20,3872;20,98
77,31152;51,77453;4,01
77,58982;55,6009;2,68
28,74285;0,12574;2,68
11,37351;0,13686;2,68
8,41238;0,14641;7,14
7,49252;0,3322;11,60
66,75364;65,96413;17,41
65,60929;68,90071;94,50
65,76222;67,01849;90,03
65,58801;63,12398;85,57
66,44563;58,50329;85,57
70,10703;53,82471;54,09
81,17628;51,62943;45,16
119,42451;39,72559;40,70
200,51949;29,42674;36,23
250,88919;22,9549;40,70
226,6368;27,00509;40,70
244,17615;9,12305;40,70
228,61743;9,81785;40,70
280,13435;8,10789;139,36
236,17121;9,12937;76,64
256,4856;26,68006;40,70
166,20902;35,14286;49,63
128,71092;39,77313;20,98
110,13648;44,06221;4,01
79,37426;56,11237;2,68
6,46489;0,16529;2,68
3,28486;0,1758;2,68
3,45877;0,18448;7,14
2,76571;0,19177;11,60
34,67793;41,11444;17,41
35,56786;44,82503;94,50
2,97713;9,87729;90,03
15,78781;0,51867;85,57
127,99589;57,71308;85,57
227,2632;40,63659;54,09
278,30236;33,32575;45,16
292,89837;20,55845;40,70
316,18655;12,02947;36,23
317,42421;14,52235;40,70
300,96748;6,96474;40,70
353,88091;11,87189;40,70
361,79491;5,74437;40,70
408,78955;8,77641;139,36
394,91181;10,50674;76,64
322,07279;12,3351;40,70
221,92945;24,85726;49,63
172,18771;37,13898;20,98
125,56609;40,10196;4,01
94,99977;55,13779;2,68
20,16274;0,17607;2,68
9,16077;0,18611;2,68
4,25745;0,19445;7,14
2,05497;0,2015;11,60
31,71564;86,77564;17,41
2,16212;55,44278;94,50
2,10529;35,40115;90,03
64,2851;38,22842;85,57
201,02315;17,81648;85,57
336,2132;10,01978;54,09
429,66745;6,60565;45,16
456,35134;4,3125;40,70
446,19178;0,12195;36,23
486,44914;0,15322;40,70
549,11613;0,27662;40,70
568,439;0,3591;40,70
575,24875;0,34191;40,70
558,44816;2,73795;139,36
449,0603;9,03758;76,64
403,59405;2,17597;40,70
369,68865;1,46458;49,63
274,30939;6,94726;20,98
247,57323;7,05341;4,01
225,88018;10,78551;2,68
135,65084;0,12747;2,68
137,50585;0,13765;2,68
135,44199;0,14645;7,14
127,33034;0,15403;11,60
155,87326;53,7205;17,41
140,72797;68,362;94,50
131,19113;60,92315;90,03
135,93018;60,29399;85,57
155,13064;56,11181;85,57
154,52515;60,63439;54,09
169,23362;60,36005;45,16
160,0512;20,90518;40,70
161,06848;19,06449;36,23
206,55016;0,11869;40,70
257,40577;0,24587;40,70
289,62405;0,48681;40,70
337,50192;0,3188;40,70
155,09577;0,19307;139,36
121,19037;8,41851;76,64
77,17208;22,57918;40,70
35,03821;0,03674;49,63
18,10668;0,16741;20,98
10,33389;0,30112;4,01
5,32817;2,41664;2,68
2,48515;0,12223;2,68
2,34557;0,13296;2,68
2,17535;0,33868;7,14
2,36629;0,72955;11,60
2,32241;43,08429;17,41
2,47609;44,07218;94,50
32,57552;55,80478;90,03
34,5113;48,69123;85,57
50,03593;33,21135;85,57
73,54607;26,13855;54,09
116,34927;19,3711;45,16
169,70615;14,83198;40,70
151,58905;15,15343;36,23
173,17809;14,63393;40,70
194,64224;15,43544;40,70
217,69321;39,67178;40,70
185,27509;48,38336;40,70
193,24416;54,48404;139,36
149,09818;21,93504;76,64
111,6062;11,97218;40,70
100,60627;45,64575;49,63
102,27942;64,51095;20,98
97,0355;72,66179;4,01
96,61397;75,39012;2,68
28,48776;20,18821;2,68
28,22683;22,30986;2,68
31,70588;22,98419;7,14
38,00678;22,81018;11,60
68,44934;87,81093;17,41
70,38012;86,22673;94,50
109,07382;92,38174;90,03
116,17025;76,03016;85,57
142,34148;54,57967;85,57
177,22047;53,42515;54,09
249,39013;40,29728;45,16
265,73506;35,33576;40,70
257,53883;34,25862;36,23
310,96705;31,97788;40,70
306,01914;35,1471;40,70
318,84508;32,47724;40,70
363,52814;7,9237;40,70
369,88238;21,57545;139,36
293,33509;14,05525;76,64
207,54199;11,20114;40,70
113,23304;15,39318;49,63
56,65543;20,99107;20,98
39,49152;23,74795;4,01
33,9929;29,17096;2,68
3,25494;0,11918;2,68
2,90584;0,13;2,68
2,39877;0,28898;7,14
2,68939;0,14702;11,60
32,21316;67,9442;17,41
32,50887;70,98935;94,50
30,77781;46,31501;90,03
36,30954;39,51055;85,57
70,32253;23,42508;85,57
80,2242;21,30575;54,09
142,90057;17,65988;45,16
217,26446;12,40889;40,70
253,64628;10,05584;36,23
297,80072;8,98371;40,70
346,27153;0,23611;40,70
370,22102;7,41054;40,70
347,43948;0,30881;40,70
386,20619;6,72414;139,36
347,51453;11,65828;76,64
277,33464;7,44566;40,70
193,44155;9,93281;49,63
106,57891;13,81334;20,98
58,18507;20,44211;4,01
37,9807;29,19225;2,68
7,04495;0,11388;2,68
6,56621;0,12471;2,68
5,017;0,13389;7,14
3,76519;0,1416;11,60
3,23113;7,18647;17,41
3,12342;9,43946;94,50
3,66492;5,07882;90,03
19,65145;0,37693;85,57
173,76238;43,59183;85,57
288,01705;25,18359;54,09
338,40439;6,79899;45,16
354,21773;4,46334;40,70
360,56271;3,64233;36,23
388,43745;3,62619;40,70
445,66742;0,20819;40,70
466,11323;0,297;40,70
480,9167;0,26555;40,70
482,09338;0,14911;139,36
464,54753;0,00551;76,64
384,31355;0,0429;40,70
298,11048;6,16917;49,63
214,98326;7,34868;20,98
166,70862;9,59387;4,01
102,4312;16,04365;2,68
62,87764;0,12586;2,68
45,986;0,13642;2,68
35,75398;0,14542;7,14
25,6366;0,15325;11,60
33,28718;31,25636;17,41
31,44094;34,38034;94,50
2,08716;5,078;90,03
64,81016;20,84436;85,57
169,30071;12,79814;85,57
309,09142;21,71831;54,09
393,71317;5,47218;45,16
396,04397;4,37625;40,70
418,90183;3,26772;36,23
434,33473;3,02859;40,70
491,15531;0,25389;40,70
516,99255;0,34118;40,70
524,33234;0,24306;40,70
540,95936;2,93364;139,36
515,63405;3,76373;76,64
451,07859;4,06633;40,70
354,02338;4,47132;49,63
267,75312;10,62502;20,98
226,91282;20,80509;4,01
190,42839;27,44159;2,68
123,15449;0,13326;2,68
113,0568;0,1433;2,68
78,94515;0,15185;7,14
54,68108;0,15931;11,60
52,39398;58,9347;17,41
38,34371;63,41347;94,50
36,41436;45,65964;90,03
154,93972;50,99827;85,57
305,3475;26,44647;85,57
413,64275;11,38827;54,09
441,81139;5,16554;45,16
484,07759;2,39958;40,70
489,61772;1,73094;36,23
526,62189;1,0616;40,70
614,96306;0,23908;40,70
583,22541;0,32323;40,70
546,65055;0,30738;40,70
562,13302;0,17926;139,36
512,75317;2,45681;76,64
470,87226;0,02537;40,70
363,39309;0,01699;49,63
255,46771;4,35985;20,98
231,41772;6,59972;4,01
205,78026;9,35936;2,68
148,85578;0,10113;2,68
148,34701;0,11157;2,68
47,30435;21,05603;7,14
42,89894;22,26876;11,60
98,07601;100,3979;17,41
59,15487;73,62992;94,50
89,65451;89,73556;90,03
76,83188;65,02952;85,57
124,41755;53,01822;85,57
171,31687;44,71469;54,09
184,15355;47,12002;45,16
138,44955;16,99118;40,70
181,88011;39,37878;36,23
282,32627;11,40601;40,70
306,83908;8,59399;40,70
344,87098;7,51505;40,70
368,2233;6,44583;40,70
373,56734;7,60641;139,36
376,39709;20,57907;76,64
307,10689;19,21305;40,70
220,08954;28,87808;49,63
170,3434;40,03715;20,98
125,11039;56,51938;4,01
77,99641;55,58688;2,68
5,36177;0,09729;2,68
5,52644;0,10819;2,68
4,4789;0,11739;7,14
4,37276;0,12505;11,60
4,64774;34,67791;17,41
4,8512;37,87986;94,50
5,29197;17,02189;90,03
10,64131;9,95069;85,57
56,76018;0,95571;85,57
154,63175;50,0861;54,09
205,5977;42,35796;45,16
272,2659;34,75368;40,70
272,57264;30,80805;36,23
286,53994;34,65621;40,70
292,02297;9,26468;40,70
309,69714;8,38831;40,70
306,25473;8,0551;40,70
261,00732;8,14043;139,36
205,61706;6,1854;76,64
176,99507;9,71616;40,70
149,26585;32,73786;49,63
122,35151;43,13901;20,98
114,40264;59,77444;4,01
106,39339;65,28614;2,68
32,29348;19,50203;2,68
24,22672;20,71186;2,68
27,28405;22,63367;7,14
3,57815;0,11772;11,60
35,54314;69,62583;17,41
34,77453;67,52229;94,50
60,45638;70,73197;90,03
71,02454;73,94053;85,57
85,34953;61,98913;85,57
100,9666;53,21171;54,09
128,49169;49,22779;45,16
204,73047;50,01103;40,70
219,32573;40,11065;36,23
259,35053;36,92245;40,70
279,03121;28,37558;40,70
282,6128;33,91086;40,70
321,53277;32,48302;40,70
280,36697;24,7532;139,36
217,6047;16,32293;76,64
176,29448;32,75092;40,70
136,52192;48,77827;49,63
95,79035;48,14133;20,98
74,30462;55,45346;4,01
66,87807;63,09956;2,68
5,14123;0,09394;2,68
3,31825;0,10503;2,68
4,01028;0,1144;7,14
4,53472;0,40233;11,60
4,04621;40,97652;17,41
4,6033;40,26151;94,50
4,78386;23,99497;90,03
13,56735;9,82914;85,57
171,5673;50,34717;85,57
269,82216;43,89242;54,09
296,7097;16,23348;45,16
321,08473;10,27298;40,70
322,00617;7,12118;36,23
378,88436;5,34731;40,70
405,67963;0,20401;40,70
455,931;0,28964;40,70
441,32952;0,27526;40,70
409,88856;5,27932;139,36
386,85242;2,5297;76,64
304,00845;0;40,70
233,62118;0;49,63
209,58424;7,27122;20,98
174,71142;9,06737;4,01
139,92516;11,8403;2,68
88,84822;0,08142;2,68
72,9523;0,0926;2,68
94,77294;0,10229;7,14
77,18764;0,11065;11,60
99,15541;14,92415;17,41
129,86484;41,0053;94,50
139,35822;38,28393;90,03
142,67473;30,99102;85,57
152,6283;23,08817;85,57
125,1841;54,79376;54,09
129,83932;67,81666;45,16
216,60304;32,39019;40,70
186,16899;11,03974;36,23
216,50344;0,0473;40,70
252,24243;0,22147;40,70
304,40109;0,31216;40,70
295,62405;0,29111;40,70
277,06581;0,18052;139,36
239,19003;0,04384;76,64
188,97515;0,03713;40,70
96,87157;0,03271;49,63
25,58673;0,16516;20,98
5,85034;0,45505;4,01
3,98059;4,99094;2,68
3,73583;0,73631;2,68
4,0653;1,33745;2,68
3,42874;1,20909;7,14
2,90777;1,05887;11,60
3,1218;9,44876;17,41
3,23375;13,55188;94,50
3,43685;10,53178;90,03
6,57783;0,44137;85,57
99,30128;52,05541;85,57
170,76221;11,29647;54,09
254,82247;8,73464;45,16
302,41764;6,4018;40,70
306,69967;6,19124;36,23
372,20628;4,52427;40,70
425,43869;4,41193;40,70
441,94314;4,32453;40,70
455,31666;4,47353;40,70
449,73727;4,68895;139,36
415,53103;5,4647;76,64
318,04711;6,21502;40,70
216,99376;21,35824;49,63
145,50346;37,01826;20,98
103,15516;49,28923;4,01
70,02303;61,81182;2,68
3,56825;0,13931;2,68
2,41578;0,14947;2,68
2,28501;0,15795;7,14
2,7534;0,16517;11,60
3,37947;55,63623;17,41
3,55955;54,51633;94,50
3,30235;36,46994;90,03
14,62838;17,65567;85,57
132,4163;4,079;85,57
268,70673;1,77654;54,09
358,17672;1,88968;45,16
380,48677;0,52974;40,70
380,59452;0,08484;36,23
424,15595;0,09638;40,70
501,87723;0,19845;40,70
536,71559;0,26133;40,70
533,71192;0,24488;40,70
510,90969;0,11495;139,36
459,23375;2,72012;76,64
380,14364;0;40,70
302,4472;0;49,63
168,53246;0,14638;20,98
113,987;0,27952;4,01
37,84932;1,53372;2,68
14,23882;0,1019;2,68
6,75689;0,11253;2,68
3,1701;0,14199;7,14
3,2259;0,74716;11,60
2,93987;43,03794;17,41
3,08568;43,96547;94,50
2,96461;24,49069;90,03
18,58276;11,69249;85,57
210,4168;24,73706;85,57
372,53555;5,52293;54,09
416,35173;8,07101;45,16
456,37058;1,91674;40,70
467,48528;2,00756;36,23
523,15973;1,33348;40,70
586,583;0,9474;40,70
612,20431;0,29703;40,70
582,68784;0,28164;40,70
564,88113;0,15399;139,36
541,81297;1,41105;76,64
469,90273;0,00123;40,70
401,28691;0;49,63
300,20639;0,90331;20,98
238,60261;6,8469;4,01
257,21705;4,43501;2,68
126,6189;0,08122;2,68
100,1406;3,33984;2,68
63,97629;13,03308;7,14
59,74072;13,2178;11,60
115,95042;87,77552;17,41
111,79632;88,85463;94,50
113,54929;75,53905;90,03
187,05038;27,64615;85,57
383,0172;4,27031;85,57
507,48514;1,29257;54,09
550,9037;1,09871;45,16
540,28641;0,39594;40,70
521,33748;0,59409;36,23
562,24677;0,11054;40,70
639,12088;0,19162;40,70
652,55088;0,27557;40,70
666,86925;0,25923;40,70
643,27556;0,13047;139,36
595,50109;0,8324;76,64
511,99839;0,04946;40,70
395,82038;1,65889;49,63
274,016;9,68092;20,98
215,06199;27,54977;4,01
146,60255;11,24412;2,68
63,56459;0,05494;2,68
31,38342;3,59555;2,68
14,54902;5,43914;7,14
12,39861;6,36113;11,60
35,665;59,2332;17,41
61,24652;78,63532;94,50
35,32414;42,212;90,03
113,3837;73,5575;85,57
159,39149;53,15978;85,57
201,32398;40,81561;54,09
238,42252;35,16266;45,16
297,86539;26,2608;40,70
